date,type,title,authors,publisher,abbrev,year,volume,issue,pages,doi,acm,paper,slide,video,github
2016-10-01,Conference,Exploring user experiences of active workstations: A case study of under desk elliptical trainers,"Woohyeok Choi, Aejin Song, Darren Edge, Masaaki Fukumoto, Uichin Lee",Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp '16,2016,,,805-816,10.1145/2971648.2971756,asdfasd,asdfs,asdfasdf,,,
